text,polarity
"لا تفكر مرتين "" لحم طري وجو مريح ودود"" 
ذهبث في رحلة استجمام مع العائلة ، واصدقاء في المنطقة اوصوني بالذهاب الى مطعم ارجنتينا ببروجا ، والصح يقال كان يستحق الذهاب ، الطعم الممتاز للأكل واخص بالذكر طريقة طهو وتقديم اللحم والمعاملة الجميلة والمريحة لكل طاقم المطعم وبالذات للمسئول عن الخدمات والمطعم ، فإني اوؤكد على العودة مراراً ومراراً لنفس المطعم دون تردد. وشكراً مصطفى حشاد
",1
"الطعام 
الطعام ممتاز ,المطعم اكله لذيذ جدا , لقد اعجبني جدا , والخدمة جيده ,المعدات ممتازة , سوف ازورك قريبا
",1
"مطعم ممتاز، طعام لذيذ و موقع مميز 
لقد اكتشفت هذا المطعم خلال زيارتي ال جزيرة صقلية هذا الصيف. كنت خارجتاً من المتحف و قررت تجربة المطعم المجاور. لقد احببت الحديقة و طلبت تناول الطعام فيها. ديكور المطعم في الداخل حديث، مزيج من الابيض و البنفسحي. طلبت كطبق اولي كارباشيو سمك. كان السمك طاذجاً جداً و يذوب في الفم. ثم طلبت كطبق ااساسي الشالاتللي مع القريدس الزهري. طبق الباستا كان ولا اروع. القريدس محضر بطريقة فنية تظهر براعة وتفنن الطباخ. انهيت هذه المادبة ب تحلية البانا كوتا مع فاكهة التوت. ختام غذاء ممتاز يساوي اكبر طباخي فرنسا. تجربتي مع هذا المطعم كانت راءعة واتمنى ان اعود ال هذا المكان قريباً. ان هذا المطعم هو خير سفير للمطبخ الاطالي و الصقليي. اهنىء الطباخ و مالك هذا المطعم على الاكل و الخدمة الخبيرة و الراءعة. يجب على كل زاءر لمدينة شيفالو ان يجرب هذا المطعم. فلن يندم.
",1
"مطعم رائع 
مطعم رائع وأكلهم لذيذ ،،،، ومعاملتهم ممتازة
اكلت عندهم tagliolini con le vongole 👍
والبيتزا عندهم شهية وتقييمي له ممتاز
",1
"وجبة لذيذة فى مطعم مميز 
أثناء زيارتى لمدينة فلورانس بأيطاليا فام أحد اصدقائى بدعوتى على العشاء فى هذا المطعم....... مطعم بيسترو ديل مارى....مكان ساحر و جميل و مميز فى أرقى منطقة بمدينة فلورانس......لقد استمتعت بوجبة لها مذاق مختلف فى غاية الروعة هذا بالأضافة الى الجو الساحر للمكان و الخدمة المميزة لجميع العاملين بالمطعم .....لقد أمضيت هناك امسية لن أنساها فى حياتى.....تحية كبيرة الى مدير المطعم الذى استطاع فى النهاية ان يقدم لنا هذة السيمفونية الجميلة التى تجمع بين وجبة لذيذة و خدمة مميزة و جو ساحر شكرا نيفين عدلى من القاهرة
",1
"مطعم روعه بالطعم وبالاطلاله 
بصراحة رحت عدة مطاعم ايطاليه حول العالم ولكن ما شفت مثل لذة الباستا بهالمطعم طعمها ولا بالخيال ، وللعلم اطلالته على المدينة بكاملها من فوق التله ، وضروري تجربون التيراميسو بالفراوله اللي عندهم لانها غير كل اللي جربتهم بايطاليا .
",1
"لذة الطعام وجمال المكان وحسن الضيافة 
مطعم قلما تجد مثله في دولة اوروبية
الطهي الممتاز ولذة الطعم
بالاضافة الى الخدمة الرائعة والتعامل الجميل وحسن الضيافة يشعرك انك مدعو لديهم وليس فقط زبون
المكان جميل والجلسة هادئة
يستطيع ان يقدم لك طعام سريع في حالة اغلاق موعد المطعم
",1
"لذذذذيييييييذذذذذ 
لقد استمتعت بعشائي اللخير في فلورانس فب هذا المطعم الجميل. ما احلى الماكولات البحريه عندهم...
",1
"مجرد مثالية 
الطعام الممتاز والموظفين كبيرة. الجو رائع. هذا هو أفضل مطعم إيطالي في فلورنسا. تأخذ اللحوم والمعكرونة والفلفل بهم بسبب انها مجرد لذيذ.
",1
"ما أجمل هذا المكان 
ليله من ليالي العمر امضيتها في هذا المكان ذو سحر المنظر من أعلى الجبل و كرم الضيافه الذي يدل على أصالته و ألاكل الرائع. و بالاخص الستبك.
",1
"molto buono 
في هذا المطعم أنا قد أكلت جيدا. الغذاء لذيذ والمكان طيب للغاية، والطهي الإيطالية جيدة جداً. تهانينا للطهاة والموظفين.
",1
"مطعم إيطالي 
جميل وكلاس مررررره عنده أطباق غريبه اطلب المنيو الي فيها سيفود بس مطعم مافيه اكثر من ٨ طاولات وغير كذا هدوااااا وميوزك خفيف مره
",1
"Self service a mezzogiorno non eccezionale ma prezzi abbastanza contenuti 
Abbiamo mangiato al self-service del ristorante. I prezzi sono medio-alti per un self service, ma i piatti sono mediamente più buoni. Magari non sono serviti sufficientemente caldi ma provano a servire piatti sfiziosi e abbastanza leggeri. La pizza è abbastanza buona. Non per pranzare tutti i giorni se si vuole risparmiare, per quello ci sono altri self-service in centro storico zona Via Indipendenza.
",0
"مطعم هندي 
جمييييييل أكلهم كل شيً عندهم حلو واهم شيً نظيف مرررررررره يشابه اكل مكاني في الرياض بس احلي ديكور والي يشتغلون عائله هنود حريم ورجال
",1
"مكان رائع يعيدك الى الاجواء العربية 
مكان رائع وحظينا باستقبال وترحيب من قبل النادل كان ودود ولطيف في التعامل معنا وساعدنا باختيار الطبق المناسب
وكان الاكل لذيذ ومشهي وشربنا الشاي الاحمر بالقرفة والقهوه العربية الاصيلة وكل شيئ كان راااائع
",1
"من احلى مطاعم سيرموني 
مطعم رائع جميل واكله حلو ولذيذ وقريب من سيرموني
وعندهم المؤكلات البحرية لذيذة
والمطعم واسع وقعداته جميلة وطاقم العمل متعاونين
",1
"أحسن مطعم فى المنطقة 
منذ سنوات هذا المطعم يتميز بكيفية عظيمة من الطبخ التقليدية و هو يواجه الميناء فى هذه المدينة الصغيرة الرائعة. أنا أوصي به بشدة. استمتع.
",1
"البيتزا لذيدة 
المكان جميل جدا والاكل طيب والعاملين فيها كلهم شباب مع الابتسامة الجميلة والخدمة السريعة وشكراواستمتعتو مع اصدقائي والمكان جميل في منطقة هادئة والمعاملةوالخدمة جيدة واكل المطبخ طيب والبيتزا طيبة جدا
",1
"المطعم الرائع 
كل شىء جمىل ولذىذ سمك وعجائن لذيذة استقبال متميزاطلالة جميلة على الشاطىء وصاحب مطعم خفيف الظل ومرح ,تشعر انك تستمتع بكل شيء,بالفعل خدمة متميزة ومطعم متميز شكرا
",1
"المطعم الرا ئع 
مطعم من المطاعم الرائعة التي تمتعنا فيها بالاكلات البحرية والعجائن الايطاليا الذيذة اضافة الى الخذمة المتميزة والدعابة اللطيفة من صاحب المطعم ""vinicio"".شكرا
",1
"ممتاز 
بيتزا الإيطالي العظيم.
كبيرة في الأسعار.
نوعية ممتازة.
جيد جدا بيتزا مارجريتا وكرات الأرز.
أوصت لأولئك الذين يرغبون في تناول الطعام بشكل جيد وقضاء الحق
",1
"شريط كبيرة 
شريط كبيرة
القهوة الإيطالية جيدة جدا.
البيئة صغيرة جدا ومريحة،
كبيرة لكسر صغير من العمل
السعر المناسب لتناسب جميع الميزانيات.
يبدو أسرة محلية واحدة صغيرة ليكون في الأسرة
",1
"مطعم رائع بسعر معقول 
مطعم رائع يقدم مستوى عال من المأكولات بسعر معقول.موقع جميل في الساحة الرئيسية يمكنك من سماع الموسيقى من الساحة. الموظفون لطفاء و قائمة الطعام فريدة.
",1
"لا شي 
ذهبنا للمطعم للعداء وطلبنا سندوش دجاج
وكان طعمها عادي جدا
والمطعم صغير جدا
و لا بستحق اي طراء
ويقع مسافه بعيدة عن وسط روما
لذلك لا انصح به
",-1
"مطعم جيد جدا 
أكلت في هذا المطعم البيتزا جيدة حقا والمعكرونة ممتاز الأولاد الموجودة هناك لطيفة ومهذبة وأيضا هناك واحد يتكلم عربي
",1
"اكثر من رائع 
كنت في رحله الى روما وتناولت الطعام انا وزملائي الطعام في هذا المكان الرائع
مصطفى استقبلتنا بسرعة ترتيب على طاولة 2. الخدمة والطعام كان جيداً.
كانت الأسعارقد تكون خياليه لقد طلبت البيتزا، بعض أطباق المكرونة. جاءوا بسرعة كانت جيدة جداً.
سنعود بالتأكيد عندما تكون في ايطاليا
احب في النهايه ان اشكر فريق العمل بهذا المكان
",1
"الاجواء الشرقية 
المطعم عربي لبناني
الاجواء جميلة
الجلسة الخارجية حلووة
الجلسة الداخلية مريحة
الاكل لذيذ جدا ومتنوع
الخدمة رائعة.
",1
"اقوي مسا عليك ياشيف ميمو 
الطعام رائع خاصه البيتزا والمكرونات
المكان قمه في الروعه عند شروق الشمس وغروبها ويتميز المكان بركن خاص لمدخني الشيشه. الخدمه ممتازه.
انصح بهذا المكان لمن يحب التميز
انه المكان المناسب للشباب والعائلات.
",1
"روعة 
كنت هناك في روما أنا وزوجتي تناولنا الغًذا هذا المطعم الاكل لذيذ الخدم في كمل الروعة انصحكوم بيهي هنا هنا هنا في المطعم
",1
"ممتاز 
الجو العام للمطعم رائع و الأكل لا يعلى عليه وخصوصا البيتزا الرومانيه الأصليه. و السيرفس جباار و الأخ روبرت ""مصري"" كان فوق الممتاز من ناحيه الخدمه و المعلومات.
",1
"تجربتي للمطعم 
المطعم اكلة رائع واصحاب المطعم جدا رائعين ويخدون الزبون بطريقة رائعة انا استغربت لما شفت اغلب الزبائن ايطالين وزحمة على المطعم بس بعد ما طعمت الاكل عرفت ان هذا سبب نجاحلمطعم جربت عندهم الباستا مع صلصة الطماطم والسي فودوكمان فلافل وايضا مارجريتا بيتزا بالتوفيق
",1
