polarity,text,restaurant_id,user_id
-1,اثناء طلب الوجبه من المحاسب لا يوجد تنظيم  ويتم تقديم شخص عن الاخر دون مبالاه وتعتبر سلبيه وبسببها. لن اكرر الزياره,434,28121
-1,الحمص البيروتي والمسبحة وغيرها من الأصناف كانوا واوووووو   الفلافل حلو بس مؤ مميز  ساندوش الفلافل حلو لانه مايضيف كل ماخطر ع بالك  مما يودي الى فقدان الفلافل نفسها   المهم الكلام هذا كله سابقا الحين رفع سعره وطرد الشيف فاترك لمخيلتكم   تخيل مدى سوء الوضع,434,27565
1,ولا اروع من الفلافل و الحمص شئ خيالي,434,14247
1,"لطالما تقل الخيارات العربية في الدول الغير عربية. في أستراليا قليلاً ما أجد من يتقن الشاروما وإن كانو يسمون الشاروما في كثير من الأحيان كباب. 
 لم أكن أعرفه أو أسمع عنه. فقط بحثت في موقع أجنبي عن أقرب موقع من المنطقة التي كنت موجود فيها وخرج لي هذا المطعم ولا أدري لماذا ذهبت له مباشرة مع قلة ثقني بالإطباق العربية في أستراليا. لأنني كنت شديد الجوع ربما!. 
  
 جربت شاورما الدجاج واللحم. غالية السعر ب ٧ دولار = 21 ريال سعودي لكنها كبيرة. وملئية. فيستخدم فيها الخبز اللبناني (المفرود) الكبير. وتملأ بالدجاج واللحم والطماطم والبصل والزبادي بالثوم وتختار ماتريد من بقية الإضافات ويضاف ٥٠ سنت إن أردت إضافة الجبن. كانت رائعة ودسمة. وتستحق التجربة. 
  
 الطلب الآخر كان ساندويش أوصال، يسمونه شقف. ولم يكن بلذة الشاورما السابق. 
  
 المكان عادي ولايوجد فيه أثر من آثار الهوية التجارية مثل الشعار والألوان والرسميات الخ مقارنة بالسعر لكنه نظيف على الأقل.",1084,444
1,"هذا المطعم يقدم وجبات مغربية وعربية. المكان مريح جدا والديكور رائع. 
 الأسعار مناسبة مقارنة بالمطاعم المجاورة والمحلية.  
 أعجبني لديهم فطيرة اللحم كبيرة ويسمونها بيتزا لحم!. 
 الفلافل أيضاً لذيذة. السمبوسة أيضاُ. 
 يعيبه فقط رائعة الدسم المعروف في اللحم الأسترالي. 
 زرت المطعم هذا منذ شهر ونصف والمطعم تقف عند الباب بإنتظار موعد دخولك من إمتلاء المطعم بالزبائن على مدار الأسبوع وأمام أفخم فندق في مدينة برزبن والذي يضج بالممثلين الأمريكان والأستراليين.",638,444
1,"أنا شخصياً أحب مطاعم كنتاكي KFC 
 خاصةً في الأردن  
 حيث أنها تتميز بالجودة ، الخدمة الجيدة 
 النظافة ، وكذلك الطعم الرهيييييب",2945,27741
1,"المطعم جميل و أجواء جلساته لطيفة مكان جميل لتجتمع فية مع الأصدقاء و العائلة  
 الإستقبال جيد من قبل الموظفي و هم يهتمون جيدا بالزبائن  
 يقدم مجموعة من البرغرات اللذيذة  
 النظافة : ٥٥ 
 الترتيب و الإستقبال : ٥٥ 
  
 أنصح بتجربة البطاطا المغمسة بصلصلة الشيلي شيز",1896,4972
-1,قمت اليوم بزياره لهذا المطعم طلبي تيك اوي    الجلسه حلوه والديكور رائع يوحي لك بان المطعم في مستوى المطاعم الامريكيه الراقيه    الستاف اكثر من رائع مشرف المطعم واحد من شباب فلسطين شخص راقي ولطيف ومرحب    كانت الامال عاليه والتوقعات اعلى ولكن    تجري الرياح بمالا تشتهي السفن    طلبت سفري    بيق ماوث برجر  تيشيلي برقر    ووينقز باربيكيو    البرقر لم يكن مستوي وردي لونه  والوينقز كان فيه دم    يوم وصلت البيت يبعد بيتي عن المطعم 8 دقائق    البيق ماوث الخبز كان مليان جوس ما يتاكل صراحه بدلت الخبز بخبز البيت    اتفقنا انها اول واخر مره نزور هالمطعم  الا يكون اداره المطعم تغير طعم وطريقه الاكل    تحياتي,1896,4446
1,فطووور رائئئئئئع,1768,6903
1,"مطعم ابوجبارة فروعه شارع المدينة المنورة شارع مكة مقابل مجمع جبر و فرع الجاردنز  
  
  
  
 ابوجباة الرياض تقليد",1768,5725
1,"السلام عليكم 
  
 قد يكون المسندوتش حلو المذاق وتفسده بعض لااضافات ، لا تلقي اللوم حينها على المطعم كله . 
  
 جربت ترياكي + جبن + مخلل خيار + طماطم + زيتون + هلابينو ( قطع الفلفل ) + صلصة الباربكيو  
  
 السندوتش ساخن ( طلبت تسخينه )  
  
 النتيجة النهائية رائعة جدا",68,2749
1,"الميزات : 
 1/النظافة . 
 2/طريقة مختلفة عن المطاعم الاخرى وذلك باختيارك لمحتويات وجبتك بنفسك. 
 3/ بعض الوجبات تتميز بالطعم اللذيذ . 
 العيوب : 
 1/ عدم سخونة الوجبة . 
 2/ عدم وضوح قائمة الأطعمة والصلصات إلى حد ما .",68,1529
-1,"المميزات: 
  
 + مطعم لديه ضمير و شجاعة يمنع التدخين داخل المطعم ، عكس بقية المطاعم التي لا يهمها غير الربح و ليصاب الجميع بالسرطان - مدخنين و غير مدخنين - . 
  
 + تنوع كبير في قائمة الطعام ، بما في ذلك أنواع كثيرة من الإدامات. 
  
 + طعام أكثر صحية من غيره فلا يُطبخ في الزيت ، بل يُحمَّص أو يقدم بارداً حسب الرغبة. 
  
 + تعبئة مجانية للشراب. 
  
 العيوب: 
  
 - الوجبات المفترض أن تأتي ساخنة لا تكاد تأتي ساخنة أبداً ، و أسخن شئ أن تأتي شبه دافئة. طلبت منهم أن يسخنوا الأكل في الميكرويف على الأقل و مع ذلك أتى دافئاً ، و بعضه بارد. هذا يشمل البطاطس التي تأتي جافة و باردة. 
  
 الخلاصة: 
  
 لو وجدوا حلاً لمشكلة السخونة لأصبح أفضل مطعم سريع بلا منازع.",68,36
1,"حاولت أجرب أغلب الأنواع اللي عندهم مره وحده عشان اعرف هم تمام ولا لا ! 
 أخذت منهم : 
 -  Italian B.M.T 
 -  Subway Melt 
 -  Turkey Breast 
 - Black Forest Ham 
 -  Roast Beef 
 كلها تكرم النعمه ! ما ادري شلون تاكلون سندويشاتهم وهي باردة ؟ رحت اسخنها بالمايكرويف قلت يمكن تعجبني .. لكن صدق الحمدلله على النعمه يارب ..",68,825
1,"للأسف الشديد أن فرع بريدة سيء وخصوصا النظافة ... 
  
 تخيلوا المحاسب المصري مرة يطلع كاشير ومرة يسوي طلبات ومرة يطلع للزبائن :( 
  
 ونظافة التعبئة لك عليها ....",68,466
1,"أهم ما يميز المطعم عن غيره من مطاعم الوجبات السريعة هو إنك تختار كل شيء بدء من الخبز إنتهاء بالخضروات مروراً بنوع الوجبة وإختيار المايونيز والجبن والكاتشب والصلصة أيضاً وبإمكانك إختيار طول الخبز 6 إنش أو 9 إنش أو 12 إنش (مقسومة نصفين) 
 وبالطبع كل شيء تشوفه قدام عينك  
  
 أفضل ما يمكن طلبها .. شخصياً أفضل الترياكي بجنون مع الجبنة والخس وزيادة مايونيز وكاتشب ..ولابد من وضع الخبز في التوستر 
  
 هناك أنواع أخرى مثل المليت , الميلانو , والستيك  
  
 الفروع: 
 1-فرع طريق الملك عبدالله مقابل جامعة الملك سعود قبل البنك الأهلي على اليمين بإتجاه الشمال 
 2-فرع طريق العليا على اليمين بإتجاه الدائري الشمالي بعد فرع ساب و شركة الشبيلي 
 أعتقد فيه فرع جوى الفيصلية و فيه واحد بشارع الإحساء  
 هذي هي الفروع اللي أعرفها في الرياض",68,68
-1,"ممكن كلامي ماراح يعجب البعض . لكن هذا المطعم خطره على الصحة لايفرق كثير عن ماكدونالدز وهرفي . للاسف الشركة التي اعمل بها يعتقدون انهم احسنوا في اختياره ووضعوه هو المطعم الخاص بالموظفين اكلت منه مره وحده وبعدها صرت اخرج خارج الشركة للغداء . 
  
 ممكن لو تاخذ سلطة فقط اقول لك مناسب . لكن حذاري من اللحوم .",68,4930
1,"برجر فيول أكتسب شعبية كبيرة عند أهالي مدينة الخبر .. فالمطعم في إجازة نهاية الأسبوع يكون مزدحم للغاية سواء قسم الشباب أو العوايل و يجب الإنتظار على الأقل ربع ساعة حتى تجد طاولة شاغرة. 
 ديكور المطعم بسيط و جميل جداً لكن يعيبه ترتيب أماكن الطاولات. 
 قمت بتجربة المطعم مرتين و كلها كانت تجارب ممتازة من ناحية الجودة و الطعم و على ما قرأت في المنيو أنا اللحم يستورد من نيوزلندا البلد الأصلي للمطعم. 
 حجم البرجر كبير و سعره مرتفع بعض الشي و يصل إلى 30 ريال للساندوتش وحده. 
 المنيو بسيط و خياراته قليلة يمكن أن تكون هذه ميزة للبعذ و عيب للبعض الأخر.",1412,417
1,"كنت أطلب من عنده BMT وكان طعمها جدًا رائع، لكن الحين بديت دايت بروتيني فوجبتي صارت دبل صدر دجاج.  
  
 متنوع وصحي للي يبحث عن الاكل الصحي + طعمه جدًا جميل",68,41601
1,"صراحه افضل مطعم بالنسبه لي من ناحيه الاسعار  
  
 و طعم السانديشات p: 
  
 و الخدمه  
  
 باختصاااار ممتاز ججججدا من جميع النواحي",68,31302
1,"سلاام 
  
   
 حلو أنك تشوف جميع مكونات الساندويتش وتختارها بنفسك . 
  
 الخبز عندهم مُغري (بالنسبة لي على الأقل ), خاصة الـبر . 
  
 الهوت دوق لذيذ .... التونة حلوه !! 
  
 أهم شي لاتنسى تاخذ الكرت اللي اذا أكملت جميع الستيكرات فيه بإمكانك تاخذ ساندويتش مجانية في المرة القادمة .",68,292
-1,"بسم الله الرحمن الرحيم  
  
 بالعاده, المطاعم السريعه الامريكية في السعودية تكون افضل من الموجودة في امريكا الا صب واي .. صب واي جربته مره على طريق خريص ويا جعلها اخر مره, جودة الاكل كانت مش ولا بد .. الطماطم كان بلاستيك من كثر ما هو يابس .. والتعامل مع الزبون كان سيء, واهم شي عندي اللي هو الكوكيز في فروع امريكا .. كان سيء جداً",68,281
1,"لم يمض أكثر من أسبوع على إفتتاح المطعم والمطعم أصبح مزدحم. 
 المكان الذي فتح فيه المطعم خطوة جيدة لإنعاش تلك المنطقة خصوصاً ان فؤاد سنتر واجه بعض الركود موخراً. 
  
 تقييمي له أكثر من رائع ، رغم بساطة المنيو وقلة الأصناف وأسلوب الفاست فود في التقديم وبعض الأسعار المرتفعة لكن أعجبني بجنون البرجر. 
  
 المميز هو وجود عمال نيوزلنديين وهو شي غير مألوف لدينا :) 
  
 الخدمة ممتازة مع العلم أن المطعم لا يأخذ رسوم خدمة  
  
 مدة تحضير طلبك تتراوح بين 5 إلى 7 دقائق وأعجبني دقتهم بالوقت وسرعتهم بالتنفيذ",1412,980
-1,"الايجابيات: 
 1- قائمة طعام سهلة ومتنوعة ومتغيرة 
 2- تعامل الموظفين جيد 
 3- صلصات ممتازة 
 4- تقديم الطعام بشكل مميز  
 5- نظافة مستمرة للمكان 
  
 السلبيات: 
 1- ارتفاع سعر البرجر بالنسبة للحوم غير طازجة. 
 2- ارضية المطعم شكلها غير مرضي للنظر لانها صبة اسمنتية. 
 3- الكراسي غير مريحة ومؤذية, خاصة لاصحاب الاوزان الكبيرة. 
 4- بعض الملصاقت والرسومات التي بداخل المطعم تنفر بعض الناس منها, مثال: رسمة برجر على شكل انسان. 
  
 ------------------------ 
 ملاحظة: يمكنك طلب زيادة شريحة برجر اضافية ولا يكلفك الا 4 ريال تقريبا (لا اذكر) وهكذا يصبح لديك برجر دبل بسعر جيد, افضل من بعض مطاعم البرجر الذين يرفضون هذه الفكرة. 
  
 ------------------------ 
 التقييم: 7/10 
 هذا التقييم يكون على مستوى مطاعم البرجر",1412,509
-1,"مطعم سوق نفسه باحتراف بتمرير ايميل بصور مغريه قبل الافتتاح فتعلقنا فيه وانتظرناه بفارغ الصبر, وحاولت زيارته طوال او شهر وماقدرت, ولما زرته (قسم العوائل) انصدمت من سوء المكان وفقر الاكل للتميز, الفرايس شكله مغري لكن بدون طعم, والبرجر بطعم الثوم (حسيت اني اكل شاورما وربي) لو زرته مره ثانيه ( واشك في ذلك) بجرب اطلب البرجر بدون صوص الثوم وان شاء الله مايكون زفر وحاطين الثوم عشان يغطون على الزفره. 
  
 لمن يحب البرجر (لا المظاهر) انصحه بالذهاب الى اي مكان اخر (بدون تحديد ولا يضيع فلوسه)",1412,1118
-1,"مستوى طعم البرجر أقل من عادي. الساندويتش كذلك. 
  
 لا يرقى أبداً لمستوى مطاعم البرجر أمثال فدركرز أو جوني روكتز. بل حتى أقل في مستواه من برجر المطاعم السريعة مثل هارديز وماكدونالدز. 
  
 لا أعني بذلك أنه سيء، وانما لا يستحق أن يكون مطعماً متخصصاً في البرجر! 
  
 لا أنصح به أبداً، ولا أعتقد أني سأكرر الزيارة له",1412,107
1,"من ألذ المطاعم التي زرتها في حياتي 
 زخدمة متميزة - نظاااااااااااافة - وجبات لذييييييييييييييذة 
 أنواع كثيرة  
 أنا شخصياً أنصح بزيارته خصوصاً الموجود في شارع مكة",2946,27741
1,"في الحقيقة هذا المطعم يستاهل كل ريال تدفعه فيه ،، 
  
 صحيح انه غالي حبتين ،، 
  
 لكن لو نظرت بطريقة اخرى ستجده انه يعمل كل شي أمامك ،، 
 شغله نظيف ،، 
 رحابة صدر العاملين تسرك ،، 
 تنوع الطلبات رائع ومغري ايضا ،، 
 انواع مختلفة وشهية ورائعه ،، 
  
  
 تجربة انواع مختلفة لن تخيب طنك بكل تأكيد ،، 
  
  
 سلسة المطاعم هذه ،، تحرص على ان تكون في مواقع تلبي كمية الطلب ،، 
  
 يعجبني فيه ايضا الكوكيز إللي عندهم ،،، شي يطير العقل ،، 
 رائع جدا ،، 
  
  
 ساندوتش بي إم تي دبل ميت دبل تشيز ،، طماطم فلفل حار وزيتون ،، شي ثاااااااااني ،، 
  
 تجربتي للتونة فوق الخيال عنده ،، لأنه يخلط التونة بمايونيز والله اعلم ،، 
  
 الترياكي مع الصوص تبعه ،، رائع ،، 
  
 الباربكيو حلو بس بدون الصوص ،، 
  
  
 الخبز حدث ولا حرج ،، 
 انواع حلوة وكل نوع له ميزة عن الآخر ،، 
  
 عندما اهوى الشعور بالجو الغربي ألجأ إليه ،،، لماذا لا أدري ؟!؟ 
  
  
  
  
 يستحق التجربة والتعلق ايضا :)",68,276
1,"المطعم اقل مايقال عنه رائع 
 صلح اكلك بنفسك اختيارات عديده بالمختصر المفيد اي شي ادفعه هنا احصل مقابله قيمة الخضار طازج الخبز يخبز داخل الفرع بعكس كويزنس صب يجيب من مخابز الراشد على ما ظن الخبز المفضل لدي بر بالشوفان عجيب للرجيم لا يفوتكم الشوربة مره لذيذه ام راعي السلطات صب واي افضل مكان له ... 
  
 اعشق شوربه حقتهم مع الليمون والفلفل عششق 
 الساندوتش المفضل  
 منهاتن 
 تونة 
 كرات اللحم 
 بي ام تي 
  
 السوسات اعتقد صب واي الوحيد اللي عنده الكم الهائل من الخيارات المتعدده في السوسات اعتقد اكثر من 15 سوس من الباربيكو للجنه الفرنسية للرانش والكثير من السوسات الأخرى 
  
 المطعم يميزة النظافه بصراحه من الجلسات لدورات المياة اعزكم الله كل شي مرتب ونظيف 
 عتبي الوحيد الكوكيز مرات ما احصل النوع اللي احبه دبل شكولت *_* 
  
 التقييم العام 9.5 من 10 
 اتمنى افدتكم",68,913
1,دجاج الترياكي عجبني اسعارهم معقوله ..,68,40241
-1,"زرت هذا المطعم بفرع الخبر الكورنيش، طلبت برجر لا أذكر إسمه لكنه كان جيد الطعم وثقيل نوعاً ما من الدسم، البطاطس عادي لم يكن مميز عن غيره لكنه كان جيد. 
  
 ما ساءني بصراحة هو الموظفين لم يكونوا باللطافة المطلوبة في مطعم مثل هذا النوع، فلا أدري ماهي النوع من الجمود. لم يكن هناك أي إبتسامة من الموظفين. 
  
 الشيء الآخر وهو كثرة الذباب في المكان ورائحة الزيت السيئة، رائحة الزيت غالبا أجدها في فدركرز وجوني روكيت لكن الذباب كان مزعج جداً،، لدرجة أن الذباب يقف على الطاولة أمامي بشكل متكرر وقد صورت بعضها تجدونها في الصور. 
  
 مطعم جيد، لكن لا أراه مميز عن جوني روكيت أو فدركز. وكلها غير صحية بكثرة الزيت والشحم.",1412,444
-1,زرت المطعم فرع شارع الضباب قبل عدة ايام وطلبت اثنين برجر لحم اعجبني تصميم المطعم وخدمته السريعة لكن البرجر نفسه كان عادي وافسده الشمندر الذي طغى على النكهة العامة وتوقفت عن الأكل. ربما ازوره مرة اخرى قريبا لأتفادى الشمندر واحكم عليه حكماً عادلاً.,1412,638
1,"برجره رائع ومشبع 
 طعمه لذيذ وغني 
 عموما كل شي عنده طيب حتى الطلبات الغريبة 
 المقبلات فقيره ولكن لذيذه وفي عنده شي طعمه قريب للفلافل ههههه 
  
 البيبسي تطلب لحالها والبيبسي ايضا ولا يوجد اعادة تعبأه !!!!! 
 سعره غالي برأيي حوالي ٧٠ ريال علشخص بيبسي وبرجر وبطاطس 
  
 كل فتره بينزل نوع برجر سبيشل وكل اللي ذقتهم كانو لذيذين 
  
 الخلاصة رائع",1412,38741
1,الخدمة والاستقبال جيدة ، أنواع متعددة من السندوتشات ، والسلطات شي خراافي,68,38590
1,لان دايت سنتر مش ولابد اعوضها بصب واي :),68,37317
1,حليل يعني مو مراا كويس والدجاج مراااا شوي بالساندوتش احس اني قاعده اكل خس مع صوص بس 😳,68,8346
1,امممم الصراحه رحته ع اساس بأكل برغر لا صار ولا استوى بس انصدمت 😁  يمكن المشكله في الطلب مدري !   طلبت البرغر الاصلي الصغير وكان اللحم قاسي كته وحدة كانه مجمد وبدون طعم !   الخبر حلو والصوص مع المخلل في البرغر طعمم  البطااطس فتاااكه احلى بطاطس بدون منازع 😍  وصوص الثوم عجبني جددا جددددا 😍  &quot; لو البيك يسوي زي ذا الصوص بتقبل اكل من عندهم &quot;   😁  الملك شيك كان جييد  والكرتونه الى نمسك فيها البرغر مررا عجبتني 😍   امممم انا قريت التعليقات كلها والغالبيه قالوا انه دسم   الى اكلته ماكان فيه دسم نهائي 😁  &lt; باين اني حبيت المطعم صح 😂,1412,29891
-1,الطعم جيد والبطاطس ناشفه  وممتازه  لكن    اذا دخلت الفرع تحلف ان القريل بوسط الطاولات   وانت جالس تشممم ريحة الزيوت والشوي  وتحس  مااعندهم ولا مروحة شفط   سألت مديرهم لييش الجو كذا قال غريبه  مع اننا مصلحين المراوح من كم يوم   يااااحبيبي يعني قبل اسوأ من كذا    المهم ان الثوب كله ريحة زيت وركبت السيارة  فيها ريحة زيت من امس .. الله يعين اللي بياكل عندهم ..,1412,32631
-1,"الايجابيات: 
 1- قائمة طعام سهلة ومتنوعة ومتغيرة 
 2- تعامل الموظفين جيد 
 3- صلصات ممتازة 
 4- تقديم الطعام بشكل مميز  
 5- نظافة مستمرة للمكان 
  
 السلبيات: 
 1- ارتفاع سعر البرجر بالنسبة للحوم غير طازجة. 
 2- ارضية المطعم شكلها غير مرضي للنظر لانها صبة اسمنتية. 
 3- الكراسي غير مريحة ومؤذية, خاصة لاصحاب الاوزان الكبيرة. 
 4- بعض الملصاقت والرسومات التي بداخل المطعم تنفر بعض الناس منها, مثال: رسمة برجر على شكل انسان. 
  
 ------------------------ 
 ملاحظة: يمكنك طلب زيادة شريحة برجر اضافية ولا يكلفك الا 4 ريال تقريبا (لا اذكر) وهكذا يصبح لديك برجر دبل بسعر جيد, افضل من بعض مطاعم البرجر الذين يرفضون هذه الفكرة. 
  
 ------------------------ 
 التقييم: 7/10 
 هذا التقييم يكون على مستوى مطاعم البرجر",1412,509
1,المطعم المفضل عندي لانه صحي وأسعاره عادية ويصلح للي يسوون ريجيم راح ينفعهم والعمالة فيهم نشيطين ونظافة جميلة :),68,32783
1,المطعم أكثر من رااااائع ، بس غالي نوعا ما !,68,27806
-1,"كنت اجي له مرتين بالاسبوع او اكثر  
  
 لانه صحي ولذيذ ومايفرق عن ماك او هرفي الا ريال او ريالين بالكثير  
  
 اما الحين بي ام تي كبير ب 30 ومع اكسترا تشيز ب 37  !!!  (مع ببسي طبعا ) 
  
 شكلي برجع لكويزنوز على الاقل يستاهل 30",68,28899
1,انا من عشاق هالمطعم اول مانطلع الشرقيه لازم نروح له وانبسطت مرررره لما بيفتح فالرياض  😍   بس الي عنده خبر متى يقوووولي  اعشق صوص الافوكادو الي يحطووه جوا الهامبرغر ًوالبطاطس شي خرافي يمي يمي 😍😍,1412,31496
-1,الله يكرم النعمه ،انا احب الاكل صراحه بس طلبت من عندهم بيف بس ما اذكر اسم البرجر وكان جدا قبيح لدرجه ما قدرت اكمله،، اللحمه فيها ريحه وطعم تقول لها سنتين في الفريزر,1412,22849
