dname,split,feature,clf,fscore,accuracy
LABR,Split_Balanced_3C,tfidf_lex-all,svm,0.59392097264437693,0.59392097264437693
LABR,Split_Balanced_3C,tfidf_lex-all,svm_dual,0.60749746707193519,0.60749746707193519
LABR,Split_Balanced_3C,tfidf_lex-all,LREG,0.56190476190476191,0.56190476190476191
LABR,Split_Balanced_3C,tfidf_lex-all,SGD,0.5448834853090172,0.5448834853090172
LABR,Split_Balanced_3C,count,KNN,0.44275582573454914,0.44275582573454914
LABR,Split_Balanced_3C,count,BernoulliNB,0.62593718338399185,0.62593718338399185
LABR,Split_Balanced_3C,count,svm,0.62755825734549142,0.62755825734549142
LABR,Split_Balanced_3C,count,svm_dual,0.63363728470111447,0.63363728470111447
LABR,Split_Balanced_3C,count,LREG,0.64154002026342449,0.64154002026342449
LABR,Split_Balanced_3C,count,SGD,0.60364741641337383,0.60364741641337383
LABR,Split_Balanced_3C,tfidf,KNN,0.40344478216818641,0.40344478216818641
LABR,Split_Balanced_3C,tfidf,BernoulliNB,0.62593718338399185,0.62593718338399185
LABR,Split_Balanced_3C,tfidf,svm,0.56859169199594728,0.56859169199594728
LABR,Split_Balanced_3C,tfidf,svm_dual,0.62147922998986826,0.62147922998986826
LABR,Split_Balanced_3C,tfidf,LREG,0.48753799392097263,0.48753799392097263
LABR,Split_Balanced_3C,tfidf,SGD,0.47092198581560291,0.47092198581560285
LABR,Split_Balanced_3C,delta-tfidf_lex-domain,KNN,0.50293819655521788,0.50293819655521788
LABR,Split_Balanced_3C,delta-tfidf_lex-domain,BernoulliNB,0.56251266464032423,0.56251266464032423
LABR,Split_Balanced_3C,delta-tfidf_lex-domain,svm,0.59635258358662613,0.59635258358662613
LABR,Split_Balanced_3C,delta-tfidf_lex-domain,svm_dual,0.53920972644376897,0.53920972644376897
LABR,Split_Balanced_3C,delta-tfidf_lex-domain,LREG,0.54670719351570418,0.54670719351570418
LABR,Split_Balanced_3C,delta-tfidf_lex-domain,SGD,0.50415400202634242,0.50415400202634242
LABR,Split_Balanced_3C,delta-tfidf_lex-all,KNN,0.50395136778115501,0.50395136778115501
LABR,Split_Balanced_3C,delta-tfidf_lex-all,BernoulliNB,0.56453900709219862,0.56453900709219862
LABR,Split_Balanced_3C,delta-tfidf_lex-all,svm,0.6030395136778115,0.6030395136778115
LABR,Split_Balanced_3C,delta-tfidf_lex-all,svm_dual,0.57689969604863223,0.57689969604863223
LABR,Split_Balanced_3C,delta-tfidf_lex-all,LREG,0.56068895643363725,0.56068895643363725
LABR,Split_Balanced_3C,delta-tfidf_lex-all,SGD,0.52563323201621071,0.52563323201621071
LABR,Split_Balanced_3C,delta-tfidf,KNN,0.49706180344478218,0.49706180344478218
LABR,Split_Balanced_3C,delta-tfidf,BernoulliNB,0.56149949341438699,0.56149949341438699
LABR,Split_Balanced_3C,delta-tfidf,svm,0.56048632218844985,0.56048632218844985
LABR,Split_Balanced_3C,delta-tfidf,svm_dual,0.55055724417426544,0.55055724417426544
LABR,Split_Balanced_3C,delta-tfidf,LREG,0.50658561296859173,0.50658561296859173
LABR,Split_Balanced_3C,delta-tfidf,SGD,0.37933130699088152,0.37933130699088147
LABR,Split_Balanced_2C,count_lex-domain,KNN,0.63625077591558055,0.64376899696048628
LABR,Split_Balanced_2C,count_lex-domain,BernoulliNB,0.84645788993615068,0.84650455927051671
LABR,Split_Balanced_2C,count_lex-domain,svm,0.83011823273179841,0.83404255319148934
LABR,Split_Balanced_2C,count_lex-domain,svm_dual,0.83840894965817281,0.84194528875379937
LABR,Split_Balanced_2C,count_lex-domain,LREG,0.84180790960451979,0.84680851063829787
LABR,Split_Balanced_2C,count_lex-domain,SGD,0.8212676479423251,0.81914893617021278
LABR,Split_Balanced_2C,count_lex-all,KNN,0.65397605158120964,0.6574468085106383
LABR,Split_Balanced_2C,count_lex-all,BernoulliNB,0.84767406506536946,0.84772036474164136
LABR,Split_Balanced_2C,count_lex-all,svm,0.83037659508247752,0.83434650455927051
LABR,Split_Balanced_2C,count_lex-all,svm_dual,0.83860955927995029,0.84194528875379937
LABR,Split_Balanced_2C,count_lex-all,LREG,0.84180790960451979,0.84680851063829787
LABR,Split_Balanced_2C,count_lex-all,SGD,0.81782829793598566,0.81489361702127661
LABR,Split_Balanced_2C,lex-domain,KNN,0.65701783911141021,0.69027355623100306
LABR,Split_Balanced_2C,lex-domain,BernoulliNB,0.63776424220709427,0.69270516717325226
LABR,Split_Balanced_2C,lex-domain,svm,0.71911617007030471,0.74498480243161092
LABR,Split_Balanced_2C,lex-domain,svm_dual,0.71930411508865832,0.74498480243161092
LABR,Split_Balanced_2C,lex-domain,LREG,0.7040605643496215,0.73860182370820671
LABR,Split_Balanced_2C,lex-domain,SGD,0.6904090267983074,0.73313069908814588
LABR,Split_Balanced_2C,tfidf_lex-domain,KNN,0.72383137367364492,0.70729483282674777
LABR,Split_Balanced_2C,tfidf_lex-domain,BernoulliNB,0.84645788993615068,0.84650455927051671
LABR,Split_Balanced_2C,tfidf_lex-domain,svm,0.79547538978905541,0.79665653495440725
LABR,Split_Balanced_2C,tfidf_lex-domain,svm_dual,0.81124497991967892,0.81428571428571428
LABR,Split_Balanced_2C,tfidf_lex-domain,LREG,0.73112582781456947,0.7531914893617021
LABR,Split_Balanced_2C,tfidf_lex-domain,SGD,0.69397759103641465,0.73434650455927053
LABR,Split_Balanced_2C,lex-all,KNN,0.71416357936734109,0.69513677811550156
LABR,Split_Balanced_2C,lex-all,BernoulliNB,0.6717823508894315,0.71398176291793314
LABR,Split_Balanced_2C,lex-all,svm,0.78379920136908154,0.76960486322188448
LABR,Split_Balanced_2C,lex-all,svm_dual,0.78559176672384234,0.77203647416413379
LABR,Split_Balanced_2C,lex-all,LREG,0.73816617014233699,0.75957446808510642
LABR,Split_Balanced_2C,lex-all,SGD,0.77327609337268588,0.74316109422492405
LABR,Split_Balanced_2C,tfidf_lex-all,KNN,0.69965959675307665,0.65136778115501515
LABR,Split_Balanced_2C,tfidf_lex-all,BernoulliNB,0.84767406506536946,0.84772036474164136
LABR,Split_Balanced_2C,tfidf_lex-all,svm,0.80691118520763871,0.80638297872340425
LABR,Split_Balanced_2C,tfidf_lex-all,svm_dual,0.81867469879518073,0.81702127659574464
LABR,Split_Balanced_2C,tfidf_lex-all,LREG,0.75559820857325655,0.76778115501519761
LABR,Split_Balanced_2C,tfidf_lex-all,SGD,0.77734591893392568,0.75623100303951363
LABR,Split_Balanced_2C,count,KNN,0.63427561837455837,0.62249240121580551
LABR,Split_Balanced_2C,count,BernoulliNB,0.84165909778988801,0.84103343465045588
LABR,Split_Balanced_2C,count,svm,0.8340611353711791,0.83829787234042552
LABR,Split_Balanced_2C,count,svm_dual,0.83493938451973893,0.83860182370820668
LABR,Split_Balanced_2C,count,LREG,0.84180790960451979,0.84680851063829787
LABR,Split_Balanced_2C,count,SGD,0.81465778316172022,0.81398176291793312
LABR,Split_Balanced_2C,tfidf,KNN,0.63974854932301739,0.54711246200607899
LABR,Split_Balanced_2C,tfidf,BernoulliNB,0.84165909778988801,0.84103343465045588
LABR,Split_Balanced_2C,tfidf,svm,0.76364804110468854,0.77629179331306986
LABR,Split_Balanced_2C,tfidf,svm_dual,0.8120590121872997,0.82188449848024314
LABR,Split_Balanced_2C,tfidf,LREG,0.69388971684053657,0.68784194528875375
LABR,Split_Balanced_2C,tfidf,SGD,0.47042889390519183,0.64346504559270512
LABR,Split_Balanced_2C,delta-tfidf_lex-domain,KNN,0.70523236919077026,0.72431610942249236
LABR,Split_Balanced_2C,delta-tfidf_lex-domain,BernoulliNB,0.80123108489356243,0.76443768996960482
LABR,Split_Balanced_2C,delta-tfidf_lex-domain,svm,0.81259942729875911,0.82097264437689965
LABR,Split_Balanced_2C,delta-tfidf_lex-domain,svm_dual,0.72957652550850294,0.75349544072948327
LABR,Split_Balanced_2C,delta-tfidf_lex-domain,LREG,0.73196913787319684,0.75714285714285712
LABR,Split_Balanced_2C,delta-tfidf_lex-domain,SGD,0.68623983020870183,0.73039513677811552
LABR,Split_Balanced_2C,delta-tfidf_lex-all,KNN,0.71566848154869933,0.7142857142857143
LABR,Split_Balanced_2C,delta-tfidf_lex-all,BernoulliNB,0.80174627632254758,0.76534954407294831
LABR,Split_Balanced_2C,delta-tfidf_lex-all,svm,0.82330708661417318,0.829483282674772
LABR,Split_Balanced_2C,delta-tfidf_lex-all,svm_dual,0.7917146144994246,0.77993920972644382
LABR,Split_Balanced_2C,delta-tfidf_lex-all,LREG,0.75700325732899021,0.77325227963525833
LABR,Split_Balanced_2C,delta-tfidf_lex-all,SGD,0.77327609337268588,0.74316109422492405
LABR,Split_Balanced_2C,delta-tfidf,KNN,0.73331373125551313,0.72431610942249236
LABR,Split_Balanced_2C,delta-tfidf,BernoulliNB,0.7975460122699386,0.75927051671732526
LABR,Split_Balanced_2C,delta-tfidf,svm,0.78056951423785603,0.80091185410334342
LABR,Split_Balanced_2C,delta-tfidf,svm_dual,0.80527182866556835,0.82036474164133744
LABR,Split_Balanced_2C,delta-tfidf,LREG,0.68294460641399413,0.73556231003039518
LABR,Split_Balanced_2C,delta-tfidf,SGD,0.65439672801635995,0.48632218844984804
LABR,Split_unBalanced_3C,count_lex-domain,KNN,0.63744862472336394,0.63744862472336394
LABR,Split_unBalanced_3C,count_lex-domain,BernoulliNB,0.7283433449257033,0.72834334492570341
LABR,Split_unBalanced_3C,count_lex-domain,svm,0.71767309516281996,0.71767309516282007
LABR,Split_unBalanced_3C,count_lex-domain,svm_dual,0.72225735061650331,0.72225735061650331
LABR,Split_unBalanced_3C,count_lex-domain,LREG,0.72605121719886179,0.72605121719886179
LABR,Split_unBalanced_3C,count_lex-domain,SGD,0.66068605754030985,0.66068605754030985
LABR,Split_unBalanced_3C,count_lex-all,KNN,0.64883022447043948,0.64883022447043948
LABR,Split_unBalanced_3C,count_lex-all,BernoulliNB,0.72786911160290868,0.72786911160290868
LABR,Split_unBalanced_3C,count_lex-all,svm,0.71980714511539678,0.71980714511539678
LABR,Split_unBalanced_3C,count_lex-all,svm_dual,0.72091368953525148,0.72091368953525137
LABR,Split_unBalanced_3C,count_lex-all,LREG,0.72605121719886179,0.72605121719886179
LABR,Split_unBalanced_3C,count_lex-all,SGD,0.66297818526715147,0.66297818526715147
LABR,Split_unBalanced_3C,lex-domain,KNN,0.55674992096111287,0.55674992096111287
LABR,Split_unBalanced_3C,lex-domain,BernoulliNB,0.67491305722415429,0.67491305722415429
LABR,Split_unBalanced_3C,lex-domain,svm,0.70787227315839385,0.70787227315839396
LABR,Split_unBalanced_3C,lex-domain,svm_dual,0.70763515649699649,0.70763515649699649
LABR,Split_unBalanced_3C,lex-domain,LREG,0.70803035093265887,0.70803035093265887
LABR,Split_unBalanced_3C,lex-domain,SGD,0.69815049004110019,0.69815049004110019
LABR,Split_unBalanced_3C,tfidf_lex-domain,KNN,0.66930129623774892,0.66930129623774892
LABR,Split_unBalanced_3C,tfidf_lex-domain,BernoulliNB,0.7283433449257033,0.72834334492570341
LABR,Split_unBalanced_3C,tfidf_lex-domain,svm,0.72020233955105917,0.72020233955105917
LABR,Split_unBalanced_3C,tfidf_lex-domain,svm_dual,0.71862156180840975,0.71862156180840975
LABR,Split_unBalanced_3C,tfidf_lex-domain,LREG,0.71182421751501734,0.71182421751501734
LABR,Split_unBalanced_3C,tfidf_lex-domain,SGD,0.69838760670249767,0.69838760670249767
LABR,Split_unBalanced_3C,lex-all,KNN,0.65689219095795126,0.65689219095795126
LABR,Split_unBalanced_3C,lex-all,BernoulliNB,0.67594056275687642,0.67594056275687642
LABR,Split_unBalanced_3C,lex-all,svm,0.71198229528928236,0.71198229528928236
LABR,Split_unBalanced_3C,lex-all,svm_dual,0.71237748972494463,0.71237748972494463
LABR,Split_unBalanced_3C,lex-all,LREG,0.71332595637053431,0.71332595637053431
LABR,Split_unBalanced_3C,lex-all,SGD,0.7024185899462535,0.7024185899462535
LABR,Split_unBalanced_3C,tfidf_lex-all,KNN,0.66574454631678781,0.66574454631678781
LABR,Split_unBalanced_3C,tfidf_lex-all,BernoulliNB,0.72786911160290868,0.72786911160290868
LABR,Split_unBalanced_3C,tfidf_lex-all,svm,0.7226525450521657,0.7226525450521657
LABR,Split_unBalanced_3C,tfidf_lex-all,svm_dual,0.72202023395510595,0.72202023395510595
LABR,Split_unBalanced_3C,tfidf_lex-all,LREG,0.71514385077458109,0.71514385077458109
LABR,Split_unBalanced_3C,tfidf_lex-all,SGD,0.70226051217198859,0.70226051217198859
LABR,Split_unBalanced_3C,count,KNN,0.64385077458109385,0.64385077458109385
LABR,Split_unBalanced_3C,count,BernoulliNB,0.7283433449257033,0.72834334492570341
LABR,Split_unBalanced_3C,count,svm,0.7185425229212774,0.71854252292127729
LABR,Split_unBalanced_3C,count,svm_dual,0.72067657287385389,0.72067657287385389
LABR,Split_unBalanced_3C,count,LREG,0.72605121719886179,0.72605121719886179
LABR,Split_unBalanced_3C,count,SGD,0.66337337970281374,0.66337337970281374
LABR,Split_unBalanced_3C,tfidf,KNN,0.64282326904837184,0.64282326904837184
LABR,Split_unBalanced_3C,tfidf,BernoulliNB,0.7283433449257033,0.72834334492570341
LABR,Split_unBalanced_3C,tfidf,svm,0.69988934555801452,0.69988934555801452
LABR,Split_unBalanced_3C,tfidf,svm_dual,0.68352829592159348,0.68352829592159348
LABR,Split_unBalanced_3C,tfidf,LREG,0.67949731267783753,0.67949731267783753
LABR,Split_unBalanced_3C,tfidf,SGD,0.67356939614290234,0.67356939614290234
LABR,Split_unBalanced_3C,delta-tfidf_lex-domain,KNN,0.65333544103699015,0.65333544103699015
LABR,Split_unBalanced_3C,delta-tfidf_lex-domain,BernoulliNB,0.70502687322162505,0.70502687322162505
LABR,Split_unBalanced_3C,delta-tfidf_lex-domain,svm,0.71846348403414484,0.71846348403414484
LABR,Split_unBalanced_3C,delta-tfidf_lex-domain,svm_dual,0.70874170091685107,0.70874170091685107
LABR,Split_unBalanced_3C,delta-tfidf_lex-domain,LREG,0.71079671198229533,0.71079671198229533
LABR,Split_unBalanced_3C,delta-tfidf_lex-domain,SGD,0.69815049004110019,0.69815049004110019
LABR,Split_unBalanced_3C,delta-tfidf_lex-all,KNN,0.67198861840025292,0.67198861840025292
LABR,Split_unBalanced_3C,delta-tfidf_lex-all,BernoulliNB,0.70621245652861209,0.70621245652861209
LABR,Split_unBalanced_3C,delta-tfidf_lex-all,svm,0.72091368953525148,0.72091368953525137
LABR,Split_unBalanced_3C,delta-tfidf_lex-all,svm_dual,0.71340499525766665,0.71340499525766676
LABR,Split_unBalanced_3C,delta-tfidf_lex-all,LREG,0.7158552007587734,0.71585520075877329
LABR,Split_unBalanced_3C,delta-tfidf_lex-all,SGD,0.7024185899462535,0.7024185899462535
LABR,Split_unBalanced_3C,delta-tfidf,KNN,0.65823585203920332,0.65823585203920332
LABR,Split_unBalanced_3C,delta-tfidf,BernoulliNB,0.70305090104331336,0.70305090104331336
LABR,Split_unBalanced_3C,delta-tfidf,svm,0.69585836231425857,0.69585836231425857
LABR,Split_unBalanced_3C,delta-tfidf,svm_dual,0.67333227948150487,0.67333227948150487
LABR,Split_unBalanced_3C,delta-tfidf,LREG,0.68234271261460644,0.68234271261460644
LABR,Split_unBalanced_3C,delta-tfidf,SGD,0.67333227948150487,0.67333227948150487
LABR,CV_Balanced_3C,count_lex-domain,KNN,0.42452907259088341,0.42452907259088341
LABR,CV_Balanced_3C,count_lex-domain,BernoulliNB,0.46834520296703869,0.46834520296703869
LABR,CV_Balanced_3C,count_lex-domain,svm,0.48532730853898737,0.48532730853898737
LABR,CV_Balanced_3C,count_lex-domain,svm_dual,0.50603864841479385,0.50603864841479385
LABR,CV_Balanced_3C,count_lex-domain,LREG,0.49477058204345042,0.49477058204345042
LABR,CV_Balanced_3C,count_lex-domain,SGD,0.33771077535947852,0.33771077535947852
LABR,CV_Balanced_3C,count_lex-all,KNN,0.43081228722787968,0.43081228722787968
LABR,CV_Balanced_3C,count_lex-all,BernoulliNB,0.46907448903876919,0.46907448903876919
LABR,CV_Balanced_3C,count_lex-all,svm,0.4857729559701916,0.4857729559701916
LABR,CV_Balanced_3C,count_lex-all,svm_dual,0.50656554675501719,0.50656554675501719
LABR,CV_Balanced_3C,count_lex-all,LREG,0.49473005519441304,0.49473005519441304
LABR,CV_Balanced_3C,count_lex-all,SGD,0.33795388715096741,0.33795388715096741
LABR,CV_Balanced_3C,lex-domain,KNN,0.45776392370894625,0.45776392370894625
LABR,CV_Balanced_3C,lex-domain,BernoulliNB,0.47454652575944695,0.47454652575944695
LABR,CV_Balanced_3C,lex-domain,svm,0.50251204835612351,0.50251204835612351
LABR,CV_Balanced_3C,lex-domain,svm_dual,0.50101230842805622,0.50101230842805622
LABR,CV_Balanced_3C,lex-domain,LREG,0.50344438774629796,0.50344438774629796
LABR,CV_Balanced_3C,lex-domain,SGD,0.3372648567632261,0.3372648567632261
LABR,CV_Balanced_3C,tfidf_lex-domain,KNN,0.44041697789018797,0.44041697789018797
LABR,CV_Balanced_3C,tfidf_lex-domain,BernoulliNB,0.46834520296703869,0.46834520296703869
LABR,CV_Balanced_3C,tfidf_lex-domain,svm,0.53672163921736848,0.53672163921736848
LABR,CV_Balanced_3C,tfidf_lex-domain,svm_dual,0.54284079900014048,0.54284079900014048
LABR,CV_Balanced_3C,tfidf_lex-domain,LREG,0.5265878808944503,0.5265878808944503
LABR,CV_Balanced_3C,tfidf_lex-domain,SGD,0.3372648567632261,0.3372648567632261
LABR,CV_Balanced_3C,lex-all,KNN,0.44775361943711067,0.44775361943711067
LABR,CV_Balanced_3C,lex-all,BernoulliNB,0.48471952906026522,0.48471952906026522
LABR,CV_Balanced_3C,lex-all,svm,0.51463088274083779,0.51463088274083779
LABR,CV_Balanced_3C,lex-all,svm_dual,0.51406335894610466,0.51406335894610466
LABR,CV_Balanced_3C,lex-all,LREG,0.52123685773942019,0.52123685773942019
LABR,CV_Balanced_3C,lex-all,SGD,0.33394131002299965,0.33394131002299965
LABR,CV_Balanced_3C,tfidf_lex-all,KNN,0.432594383925336,0.432594383925336
LABR,CV_Balanced_3C,tfidf_lex-all,BernoulliNB,0.46907448903876919,0.46907448903876919
LABR,CV_Balanced_3C,tfidf_lex-all,svm,0.54069322112030616,0.54069322112030616
LABR,CV_Balanced_3C,tfidf_lex-all,svm_dual,0.54478549612110716,0.54478549612110716
LABR,CV_Balanced_3C,tfidf_lex-all,LREG,0.53372063097641598,0.53372063097641598
LABR,CV_Balanced_3C,tfidf_lex-all,SGD,0.33394131002299965,0.33394131002299965
LABR,CV_Balanced_3C,count,KNN,0.41301814094173162,0.41301814094173156
LABR,CV_Balanced_3C,count,BernoulliNB,0.46149542593866244,0.46149542593866244
LABR,CV_Balanced_3C,count,svm,0.48504349733888485,0.48504349733888485
LABR,CV_Balanced_3C,count,svm_dual,0.50466039042836686,0.50466039042836686
LABR,CV_Balanced_3C,count,LREG,0.49473005519441299,0.49473005519441299
LABR,CV_Balanced_3C,count,SGD,0.338156644652995,0.338156644652995
LABR,CV_Balanced_3C,tfidf,KNN,0.34756022945493359,0.34756022945493359
LABR,CV_Balanced_3C,tfidf,BernoulliNB,0.46149542593866244,0.46149542593866244
LABR,CV_Balanced_3C,tfidf,svm,0.4877205126498495,0.4877205126498495
LABR,CV_Balanced_3C,tfidf,svm_dual,0.51451055941349466,0.51451055941349466
LABR,CV_Balanced_3C,tfidf,LREG,0.46587030422253284,0.46587030422253284
LABR,CV_Balanced_3C,tfidf,SGD,0.33333333333333331,0.33333333333333331
LABR,CV_Balanced_3C,delta-tfidf_lex-domain,KNN,0.4516045575449209,0.4516045575449209
LABR,CV_Balanced_3C,delta-tfidf_lex-domain,BernoulliNB,0.43494442349078161,0.43494442349078161
LABR,CV_Balanced_3C,delta-tfidf_lex-domain,svm,0.52829217787441107,0.52829217787441107
LABR,CV_Balanced_3C,delta-tfidf_lex-domain,svm_dual,0.5040117882841908,0.5040117882841908
LABR,CV_Balanced_3C,delta-tfidf_lex-domain,LREG,0.51649607919991525,0.51649607919991525
LABR,CV_Balanced_3C,delta-tfidf_lex-domain,SGD,0.3372648567632261,0.3372648567632261
LABR,CV_Balanced_3C,delta-tfidf_lex-all,KNN,0.45115836778362023,0.45115836778362023
LABR,CV_Balanced_3C,delta-tfidf_lex-all,BernoulliNB,0.43595776727629498,0.43595776727629498
LABR,CV_Balanced_3C,delta-tfidf_lex-all,svm,0.53712777050562421,0.53712777050562421
LABR,CV_Balanced_3C,delta-tfidf_lex-all,svm_dual,0.52095469818097562,0.52095469818097562
LABR,CV_Balanced_3C,delta-tfidf_lex-all,LREG,0.52845152431734199,0.52845152431734199
LABR,CV_Balanced_3C,delta-tfidf_lex-all,SGD,0.33394131002299965,0.33394131002299965
LABR,CV_Balanced_3C,delta-tfidf,KNN,0.39838733215499789,0.39838733215499794
LABR,CV_Balanced_3C,delta-tfidf,BernoulliNB,0.43129641544457514,0.43129641544457514
LABR,CV_Balanced_3C,delta-tfidf,svm,0.47758882504184569,0.47758882504184569
LABR,CV_Balanced_3C,delta-tfidf,svm_dual,0.47600682349867007,0.47600682349867007
LABR,CV_Balanced_3C,delta-tfidf,LREG,0.45257914937989485,0.45257914937989485
LABR,CV_Balanced_3C,delta-tfidf,SGD,0.33333333333333331,0.33333333333333331
LABR,CV_Balanced_2C,count_lex-domain,KNN,0.61844991370544045,0.62639739977370046
LABR,CV_Balanced_2C,count_lex-domain,BernoulliNB,0.71113270152110464,0.7281741841013466
LABR,CV_Balanced_2C,count_lex-domain,svm,0.71514580904128189,0.73723248951700582
LABR,CV_Balanced_2C,count_lex-domain,svm_dual,0.74540263358216352,0.76209704257537769
LABR,CV_Balanced_2C,count_lex-domain,LREG,0.72438288738034284,0.74708092058068765
LABR,CV_Balanced_2C,count_lex-domain,SGD,0.086196683917691141,0.51708343502022647
LABR,CV_Balanced_2C,count_lex-all,KNN,0.62791466550551911,0.63065282985379267
LABR,CV_Balanced_2C,count_lex-all,BernoulliNB,0.71238404322810489,0.72914660661593411
LABR,CV_Balanced_2C,count_lex-all,svm,0.71504521098539209,0.7367459824432957
LABR,CV_Balanced_2C,count_lex-all,svm_dual,0.7454063418350525,0.76173233791109241
LABR,CV_Balanced_2C,count_lex-all,LREG,0.72440024115231616,0.74714167387719177
LABR,CV_Balanced_2C,count_lex-all,SGD,0.092663154035988349,0.51842085801551563
LABR,CV_Balanced_2C,lex-domain,KNN,0.70502584033728588,0.67272753828973741
LABR,CV_Balanced_2C,lex-domain,BernoulliNB,0.62210508290505506,0.68117742329110553
LABR,CV_Balanced_2C,lex-domain,svm,0.70170028261696282,0.73103128998143752
LABR,CV_Balanced_2C,lex-domain,svm_dual,0.70363026915635629,0.73127459898387059
LABR,CV_Balanced_2C,lex-domain,LREG,0.69292498313186923,0.72677541617672081
LABR,CV_Balanced_2C,lex-domain,SGD,0.052654568728011733,0.51288920196126286
LABR,CV_Balanced_2C,tfidf_lex-domain,KNN,0.69161397092351318,0.67691748201066415
LABR,CV_Balanced_2C,tfidf_lex-domain,BernoulliNB,0.71113270152110464,0.7281741841013466
LABR,CV_Balanced_2C,tfidf_lex-domain,svm,0.75657479367288971,0.76617084137584213
LABR,CV_Balanced_2C,tfidf_lex-domain,svm_dual,0.76669561872480707,0.77498528313328741
LABR,CV_Balanced_2C,tfidf_lex-domain,LREG,0.71390252283891165,0.73875246821822382
LABR,CV_Balanced_2C,tfidf_lex-domain,SGD,0.052881206027978564,0.51294999223481896
LABR,CV_Balanced_2C,lex-all,KNN,0.66779049221790876,0.6688331891228303
LABR,CV_Balanced_2C,lex-all,BernoulliNB,0.64245411197399327,0.69339719270220901
LABR,CV_Balanced_2C,lex-all,svm,0.73536478167615116,0.73887264363735861
LABR,CV_Balanced_2C,lex-all,svm_dual,0.75276779186768783,0.74312818464860708
LABR,CV_Balanced_2C,lex-all,LREG,0.71795184462753114,0.73413100229997263
LABR,CV_Balanced_2C,lex-all,SGD,0.061321789137375723,0.51471250342037733
LABR,CV_Balanced_2C,tfidf_lex-all,KNN,0.69575150180000067,0.65108054341475685
LABR,CV_Balanced_2C,tfidf_lex-all,BernoulliNB,0.71238404322810489,0.72914660661593411
LABR,CV_Balanced_2C,tfidf_lex-all,svm,0.76603096911792279,0.77000018488526023
LABR,CV_Balanced_2C,tfidf_lex-all,svm_dual,0.7767137543078404,0.77796393258343866
LABR,CV_Balanced_2C,tfidf_lex-all,LREG,0.73475628969693463,0.74507299270072991
LABR,CV_Balanced_2C,tfidf_lex-all,SGD,0.061791969149151672,0.51483408396748975
LABR,CV_Balanced_2C,count,KNN,0.61773330273660243,0.60682156353766847
LABR,CV_Balanced_2C,count,BernoulliNB,0.70355910461064985,0.71990581944845033
LABR,CV_Balanced_2C,count,svm,0.71706675681308285,0.73832671444101794
